name annotation description region distance subregion insideDistance exonnumber nexons UTR strand geneL codingL Geneid subjectHits CpG pval p.adjusted
DLG1 "NM_001098424 NM_001204386 NM_001204387 NM_001204388 NM_001290983 NM_001363865 NM_001366203 NM_001366204 NM_001366205 NM_001366206 NM_001366207 NM_001366208 NM_001366209 NM_001366210 NM_001366211 NM_001366212 NM_001366213 NM_001366214 NM_001366215 NM_001366216 NM_001366217 NM_001366218 NM_001366219 NM_001366220 NM_001366221 NM_001366222 NM_004087 NP_001091894 NP_001191315 NP_001191316 NP_001191317 NP_001277912 NP_001350794 NP_001353132 NP_001353133 NP_001353134 NP_001353135 NP_001353136 NP_001353137 NP_001353138 NP_001353139 NP_001353140 NP_001353141 NP_001353142 NP_001353143 NP_001353144 NP_001353145 NP_001353146 NP_001353147 NP_001353148 NP_001353149 NP_001353150 NP_001353151 NP_004078 NR_158764 NR_158765 NR_158766 NR_158767 XM_005269289 XM_011512502 XM_011512509 XM_017005800 XM_017005801 XM_017005802 XM_017005803 XM_017005811 XM_017005812 XM_017005813 XM_017005819 XM_017005821 XM_017005823 XM_017005824 XP_005269346 XP_011510804 XP_011510811 XP_016861289 XP_016861290 XP_016861291 XP_016861292 XP_016861300 XP_016861301 XP_016861302 XP_016861308 XP_016861310 XP_016861312 XP_016861313 XR_001740036 XR_001740037 XR_001740038 XR_001740039 XR_001740040 XR_001740043 XR_001740044 XR_924108" "inside intron" inside 86008 "inside intron" -18028 5 17 "inside transcription region" - 218153 NA 1739 15237 cg13785928 6.810493589001013e-4 0.9999910461654503
MIR3201 NR_036172 upstream upstream 88749 NA NA NA 1 NA + 51 NA 100422916 1583 cg17659636 6.813112317800399e-4 0.9999910461654503
MEF2A "NM_001130926 NM_001130927 NM_001130928 NM_001171894 NM_001319206 NM_001352614 NM_001352615 NM_001352616 NM_001352617 NM_001352618 NM_001365201 NM_001365202 NM_001365203 NM_001365204 NM_001365205 NM_001365206 NM_001365207 NM_001365208 NM_001365209 NM_001365210 NM_001365211 NM_005587 NP_001124398 NP_001124399 NP_001124400 NP_001165365 NP_001306135 NP_001339543 NP_001339544 NP_001339545 NP_001339546 NP_001339547 NP_001352130 NP_001352131 NP_001352132 NP_001352133 NP_001352134 NP_001352135 NP_001352136 NP_001352137 NP_001352138 NP_001352139 NP_001352140 NP_005578 XM_005254916 XM_011521572 XM_011521573 XM_011521577 XM_011521578 XM_011521579 XM_011521582 XM_011521585 XM_011521587 XM_011521590 XM_017022191 XM_017022195 XM_017022196 XM_017022197 XM_017022198 XM_017022199 XM_017022200 XM_017022201 XM_017022202 XP_005254973 XP_011519874 XP_011519875 XP_011519879 XP_011519880 XP_011519881 XP_011519884 XP_011519887 XP_011519889 XP_011519892 XP_016877680 XP_016877684 XP_016877685 XP_016877686 XP_016877687 XP_016877688 XP_016877689 XP_016877690 XP_016877691 XR_001751289" "inside intron" inside 931 "inside intron" -754 1 10 "5' UTR" + 150496 NA 4205 35247 cg20638045 6.827270577418733e-4 0.9999910461654503
ANKRD30BL "NM_001358416 NP_001345345 NR_027019 NR_027020 NR_152415 NR_163999 NR_164000 XR_002959312" upstream upstream 23127 NA NA NA 5 NA - 110378 NA 554226 44965 cg00768999 6.843036405363856e-4 0.9999910461654503
LINC00922 "NM_001101346 NR_027755" downstream downstream 344707 NA NA NA 9 NA - 291801 NA 283867 26304 cg06060244 6.871056072535023e-4 0.9999910461654503
ASCC2 "NM_001242906 NM_001369920 NM_001369921 NM_001369922 NM_001369923 NM_001369924 NM_001369925 NM_001369926 NM_001369927 NM_001369928 NM_001369929 NM_001369930 NM_001369931 NM_001369932 NM_001369933 NM_001369934 NM_001369935 NM_001369936 NM_001369937 NM_001369938 NM_001369939 NM_001369940 NM_001369941 NM_001369942 NM_001369943 NM_001369944 NM_001369945 NM_001369946 NM_001369947 NM_001369948 NM_001369949 NM_001369950 NM_032204 NP_001229835 NP_001356849 NP_001356850 NP_001356851 NP_001356852 NP_001356853 NP_001356854 NP_001356855 NP_001356856 NP_001356857 NP_001356858 NP_001356859 NP_001356860 NP_001356861 NP_001356862 NP_001356863 NP_001356864 NP_001356865 NP_001356866 NP_001356867 NP_001356868 NP_001356869 NP_001356870 NP_001356871 NP_001356872 NP_001356873 NP_001356874 NP_001356875 NP_001356876 NP_001356877 NP_001356878 NP_001356879 NP_115580 XM_011530442 XM_011530443 XM_011530444 XM_011530445 XM_011530448 XM_011530450 XM_011530451 XM_011530452 XM_011530453 XM_011530454 XM_011530455 XM_017028992 XM_017028996 XM_017028998 XM_017029005 XM_024452287 XM_024452288 XM_024452289 XM_024452290 XM_024452291 XM_024452292 XP_011528744 XP_011528745 XP_011528746 XP_011528747 XP_011528750 XP_011528752 XP_011528753 XP_011528754 XP_011528755 XP_011528756 XP_011528757 XP_016884481 XP_016884485 XP_016884487 XP_016884494 XP_024308055 XP_024308056 XP_024308057 XP_024308058 XP_024308059 XP_024308060" "inside exon" inside 13088 "inside exon" -0 3 19 "inside transcription region" - 49696 NA 84164 64916 cg17291798 6.890430665029848e-4 0.9999910461654503
FLJ20021 NR_033874 downstream downstream 19540 NA NA NA 2 NA + 1106 NA 90024 68702 cg20211506 6.90137076029266e-4 0.9999910461654503
INPP5A "NM_001321042 NM_005539 NP_001307971 NP_005530 XM_017016204 XM_017016205 XP_016871693 XP_016871694 XR_001747104 XR_945735" "inside intron" inside 22579 "inside intron" -22256 1 16 "inside transcription region" + 245631 NA 3632 31554 cg10451759 6.947090946017067e-4 0.9999910461654503
SHROOM3 "NM_020859 NP_065910" upstream upstream 13460 NA NA NA 11 NA + 348152 NA 57619 49052 cg02500042 6.970234382509161e-4 0.9999910461654503
LOC339862 "NR_046199 NR_161333" promoter promoter 893 NA NA NA 5 NA + 306346 NA 339862 30422 cg20887444 7.035664033893305e-4 0.9999910461654503
PHKB "NM_000293 NM_001031835 NM_001363837 NP_000284 NP_001027005 NP_001350766" "inside intron" inside 43983 "inside intron" -2191 4 31 "inside transcription region" + 240224 NA 5257 41125 cg20432372 7.040278743992614e-4 0.9999910461654503
KIFC1 "NM_002263 NP_002254 XM_011514585 XM_011514587 XM_017010836 XM_017010837 XP_011512887 XP_011512889 XP_016866325 XP_016866326" "inside exon" inside 325 "inside exon" 0 1 11 "5' UTR" + 18386 NA 3833 32546 cg17403520 7.054160123068415e-4 0.9999910461654503
ROCK1 "NM_005406 NP_005397" downstream downstream 172069 NA NA NA 33 NA - 162109 NA 6093 51026 cg25758413 7.058028239706644e-4 0.9999910461654503
KLF5 "NM_001286818 NM_001730 NP_001273747 NP_001721" downstream downstream 42020 NA NA NA 4 NA + 18534 NA 688 55785 cg14341057 7.058528236044636e-4 0.9999910461654503
PLBD2 "NM_001159727 NM_173542 NP_001153199 NP_775813 XM_011538023 XM_017018977 XP_011536325 XP_016874466" promoter promoter 1317 NA NA NA 11 NA + 31087 NA 196463 16142 cg10585698 7.06440417442386e-4 0.9999910461654503
KLHDC8B "NM_173546 NP_775817 XM_005264938 XM_005264940 XM_006713015 XM_006713016 XP_005264995 XP_005264997 XP_006713078 XP_006713079" "inside intron" inside 1011 "inside intron" 34 2 6 "5' UTR" + 4901 NA 200942 16613 cg10255761 7.065675099508141e-4 0.9999910461654503
MNAT1 "NM_001177963 NM_002431 NP_001171434 NP_002422 XM_005267687 XM_005267688 XM_017021332 XM_017021333 XM_017021334 XM_024449599 XP_005267744 XP_005267745 XP_016876821 XP_016876822 XP_016876823 XP_024305367" "inside intron" inside 209679 "inside intron" 23803 7 7 "inside transcription region" + 233939 NA 4331 35767 cg22431028 7.086375562990884e-4 0.9999910461654503
SPACA7 "NM_145248 NP_660291 XM_011537466 XM_011537467 XM_011537468 XM_011537471 XM_011537472 XM_017020391 XM_017020392 XM_024449318 XP_011535768 XP_011535769 XP_011535770 XP_011535773 XP_011535774 XP_016875880 XP_016875881 XP_024305086" "inside intron" inside 20815 "inside intron" 891 3 7 "inside transcription region" + 58358 NA 122258 9288 cg15333058 7.144749905063153e-4 0.9999910461654503
PIH1D3 "NM_001169154 NM_173494 NP_001162625 NP_775765 XM_011530855 XP_011529157" downstream downstream 222455 NA NA NA 8 NA + 37611 NA 139212 11283 cg06547383 7.149506685994593e-4 0.9999910461654503
VTRNA1-1 NR_026703 promoter promoter 452 NA NA NA 1 NA + 97 NA 56664 47131 cg16179182 7.161016328328529e-4 0.9999910461654503
TRIM43 "NM_138800 NP_620155" downstream downstream 169407 NA NA NA 7 NA + 7703 NA 129868 10359 cg17844035 7.177812548323336e-4 0.9999910461654503
PBX4 "NM_025245 NP_079521 NR_038198 XM_006722911 XM_011528320 XM_011528322 XM_017027326 XM_017027327 XM_017027329 XM_017027330 XP_006722974 XP_011526622 XP_011526624 XP_016882815 XP_016882816 XP_016882818 XP_016882819 XR_001753767" "inside intron" inside 52444 "inside intron" -1377 6 8 "inside transcription region" - 57209 NA 80714 62731 cg22435334 7.21506469254562e-4 0.9999910461654503
MYO5A "NM_000259 NM_001142495 NP_000250 NP_001135967 XM_005254397 XM_011521606 XM_011521607 XM_011521608 XM_011521609 XM_011521610 XM_011521611 XM_011521612 XM_017022227 XP_005254454 XP_011519908 XP_011519909 XP_011519910 XP_011519911 XP_011519912 XP_011519913 XP_011519914 XP_016877716" "inside intron" inside 24002 "inside intron" 23731 1 22 "5' UTR" - 162019 NA 4644 36988 cg03889742 7.228981495287051e-4 0.9999910461654503
ZSCAN5A "NM_001322061 NM_001322062 NM_001322064 NM_001322065 NM_001322066 NM_001322067 NM_001322068 NM_001322070 NM_001322072 NM_001322073 NM_001322074 NM_001322075 NM_001322076 NM_001322077 NM_001322078 NM_024303 NP_001308990 NP_001308991 NP_001308993 NP_001308994 NP_001308995 NP_001308996 NP_001308997 NP_001308999 NP_001309001 NP_001309002 NP_001309003 NP_001309004 NP_001309005 NP_001309006 NP_001309007 NP_077279" downstream downstream 160492 NA NA NA 7 NA - 147073 NA 79149 60037 cg22666778 0.00072368662687689845 0.9999910461654503
TUBB8 "NM_001164154 NM_177987 NP_817124 XM_011519459 XM_011519460 XM_017016192 XM_017016193 XP_011517761 XP_011517762 XP_016871681 XP_016871682" upstream upstream 35495 NA NA NA 4 NA - 2350 NA 347688 30958 cg24962643 7.315250193440355e-4 0.9999910461654503
KLC2 "NM_001134774 NM_001134775 NM_001134776 NM_001318734 NM_022822 NP_001128246 NP_001128247 NP_001128248 NP_001305663 NP_073733 XM_005274183 XM_005274184 XM_017018133 XM_024448657 XP_005274240 XP_005274241 XP_016873622 XP_024304425" "inside intron" inside 1152 "inside intron" -876 1 14 "inside transcription region" + 9314 NA 64837 53612 cg02810916 7.317876795786694e-4 0.9999910461654503
LAMA4 "NM_001105206 NM_001105207 NM_001105208 NM_001105209 NM_002290 NP_001098676 NP_001098677 NP_001098678 NP_001098679 NP_002281 XM_005266983 XM_005266984 XM_017010854 XP_005267040 XP_005267041 XP_016866343 XR_001743406 XR_001743407" promoter promoter 92 NA NA NA 2 NA - 933 NA 3910 33389 cg10910512 7.33154176391802e-4 0.9999910461654503
RAD51B "NM_001321809 NM_001321810 NM_001321812 NM_001321814 NM_001321815 NM_001321817 NM_001321818 NM_001321819 NM_001321821 NM_002877 NM_133509 NM_133510 NP_001308738 NP_001308739 NP_001308741 NP_001308743 NP_001308744 NP_001308746 NP_001308747 NP_001308748 NP_001308750 NP_002868 NP_598193 NP_598194" "inside intron" inside 523861 "inside intron" -51659 8 12 "inside transcription region" + 910439 NA 5890 50113 cg16769135 7.368663029722716e-4 0.9999910461654503
PDE4DIP "NM_001002810 NM_001002811 NM_001002812 NM_001195260 NM_001195261 NM_001198832 NM_001198834 NM_001350520 NM_001350521 NM_001350522 NM_001350523 NM_014644 NM_022359 NP_001002810 NP_001002811 NP_001002812 NP_001182189 NP_001182190 NP_001185761 NP_001185763 NP_001337449 NP_001337450 NP_001337451 NP_001337452 NP_055459 NP_071754 XM_005272981 XM_005277442 XM_006711642 XM_006711643 XM_006711646 XM_006711648 XM_006711650 XM_006711651 XM_006711652 XM_011510172 XM_011510173 XM_011510174 XM_011510175 XM_011510176 XM_011510179 XM_017002875 XM_017002876 XM_017002878 XM_017002879 XM_017002881 XM_017002882 XM_017002883 XM_017002884 XM_017002885 XM_017002886 XM_017002887 XM_017002888 XM_017002889 XM_017002890 XM_017002891 XM_017002892 XM_017002893 XM_017002894 XM_017002895 XM_017002896 XM_017002897 XM_017002899 XM_017002900 XM_017002901 XM_017002903 XM_024451067 XM_024451068 XP_005273038 XP_005277499 XP_006711705 XP_006711706 XP_006711709 XP_006711711 XP_006711713 XP_006711714 XP_006711715 XP_011508474 XP_011508475 XP_011508476 XP_011508477 XP_011508478 XP_011508481 XP_016858364 XP_016858365 XP_016858367 XP_016858368 XP_016858370 XP_016858371 XP_016858372 XP_016858373 XP_016858374 XP_016858375 XP_016858376 XP_016858377 XP_016858378 XP_016858379 XP_016858380 XP_016858381 XP_016858382 XP_016858383 XP_016858384 XP_016858385 XP_016858386 XP_016858388 XP_016858389 XP_016858390 XP_016858392 XP_024306835 XP_024306836 XR_001737551" "inside intron" inside 264384 "inside intron" -131827 5 7 "inside transcription region" - 399749 NA 9659 72103 cg16041602 7.393456189521229e-4 0.9999910461654503
SLC9A3 "NM_001284351 NM_004174 NP_001271280 NP_004165" "inside intron" inside 24023 "inside intron" -8334 2 17 "inside transcription region" - 51215 NA 6550 54546 cg21620524 7.446696504636993e-4 0.9999910461654503
TMEM245 "NM_001099734 NM_032012 NP_114401 XM_011518446 XM_011518447 XM_011518449 XM_011518451 XM_011518452 XM_017014571 XM_017014572 XP_011516748 XP_011516749 XP_011516751 XP_011516753 XP_011516754 XP_016870060 XP_016870061" promoter promoter 1331 NA NA NA 18 NA - 104810 NA 23731 21638 cg17285822 7.462365687379927e-4 0.9999910461654503
DSCR8 "NM_032589 NM_203428 NM_203429 NR_026838 NR_026839 NR_026840 NR_026841 NR_026842" "overlaps 5'" "overlaps 5'" 0 "overlaps exon upstream" 0 1 3 "inside transcription region" + 35060 NA 84677 65852 cg01852611 7.468326075184145e-4 0.9999910461654503
HERC2P9 "NM_199045 NR_036443" downstream downstream 48771 NA NA NA 14 NA + 30990 NA 440248 36078 cg15383739 7.484378360290768e-4 0.9999910461654503
HLA-F "NM_001098478 NM_001098479 NM_018950 NP_001091948 NP_001091949 NP_061823 XM_011514564 XM_017010810 XM_017010811 XM_017010812 XM_017010813 XM_017010814 XM_017010815 XP_011512866 XP_016866299 XP_016866300 XP_016866301 XP_016866302 XP_016866303 XP_016866304 XR_001743373 XR_001743374 XR_001743376" "inside intron" inside 3425 "inside intron" -78 5 7 "inside transcription region" + 15531 NA 3134 29335 cg06036836 7.497827137475615e-4 0.9999910461654503
GALM "NM_138801 NP_620156 XM_011532540 XP_011530842 XR_244925" "inside intron" inside 43982 "inside intron" 19658 5 7 "inside transcription region" + 68857 NA 130589 10491 cg10105015 7.530805855972043e-4 0.9999910461654503
TTLL1 "NM_001008572 NM_012263 NP_036395 NR_027779 XM_006724225 XM_011530108 XM_011530110 XM_017028751 XM_017028752 XM_017028753 XP_006724288 XP_011528410 XP_011528412 XP_016884240 XP_016884241 XP_016884242" downstream downstream 51618 NA NA NA 12 NA - 49911 NA 25809 22821 cg09141640 7.562250899851915e-4 0.9999910461654503
BAZ1A "NM_013448 NM_182648 NP_038476 NP_872589 XM_011536374 XM_011536376 XM_017020942 XM_024449460 XP_011534676 XP_011534678 XP_016876431 XP_024305228 XR_943381" "inside exon" inside 181 "inside exon" -0 1 26 "5' UTR" - 122916 NA 11177 7212 cg07414384 7.562899702102826e-4 0.9999910461654503
C15orf39 "NM_015492 NP_056307" upstream upstream 16963 NA NA NA 3 NA + 13277 NA 56905 47338 cg03463293 7.629005108028205e-4 0.9999910461654503
BBIP1 "NM_001195304 NM_001195305 NM_001195306 NM_001195307 NM_001243783 NP_001182233 NP_001182234 NP_001182235 NP_001182236 NP_001230712" "inside intron" inside 8611 "inside intron" 8365 1 3 "5' UTR" - 20636 NA 92482 70232 cg22961814 7.65863693890409e-4 0.9999910461654503
MAPT "NM_001123066 NM_001123067 NM_001203251 NM_001203252 NM_005910 NM_016834 NM_016835 NM_016841 NP_001116538 NP_001116539 NP_001190180 NP_001190181 NP_005901 NP_058518 NP_058519 NP_058525 XM_005257362 XM_005257364 XM_005257365 XM_005257366 XM_005257367 XM_005257368 XM_005257369 XM_005257370 XM_005257371 XP_005257419 XP_005257421 XP_005257422 XP_005257423 XP_005257424 XP_005257425 XP_005257426 XP_005257427 XP_005257428" "inside intron" inside 3121 "inside intron" -2816 1 10 "5' UTR" + 133951 NA 4137 34897 cg14202850 7.699006182144431e-4 0.9999910461654503
PCDH9 "NM_001318372 NM_001318373 NM_001318374 NM_020403 NM_203487 NP_001305301 NP_001305302 NP_001305303 NP_065136 NP_982354 XM_005266408 XM_011535099 XM_017020619 XM_017020620 XM_017020621 XP_005266465 XP_011533401 XP_016876108 XP_016876109 XP_016876110" upstream upstream 672976 NA NA NA 2 NA - 5829 NA 5101 38936 cg15635890 7.71383770772976e-4 0.9999910461654503
OSCP1 "NM_001330493 NM_145047 NM_206837 NP_001317422 NP_659484 NP_996668 XM_005270462 XM_005270463 XM_011540680 XM_011540681 XM_017000303 XP_005270519 XP_005270520 XP_011538982 XP_011538983 XP_016855792 XR_001736978 XR_001736979" "inside intron" inside 31069 "inside intron" -356 9 10 "inside transcription region" - 32579 NA 127700 10063 cg16993455 7.740187151309741e-4 0.9999910461654503
TRIM24 "NM_003852 NM_015905 NP_003843 NP_056989 XM_024446981 XP_024302749" upstream upstream 55886 NA NA NA 19 NA + 125253 NA 8805 67857 cg07131166 7.845383872641028e-4 0.9999910461654503
CERS6 "NM_001256126 NM_203463 NP_001243055 NP_982288 XM_005246440 XM_017003749 XM_024452780 XM_024452781 XP_005246497 XP_016859238 XP_024308548 XP_024308549" "inside intron" inside 183922 "inside intron" -9128 4 11 "inside transcription region" + 318885 NA 253782 22111 cg11513485 7.849476912677935e-4 0.9999910461654503
TSEN2 "NM_001145392 NM_001145393 NM_001145394 NM_001145395 NM_001321277 NM_001321278 NM_001321279 NM_025265 NP_001138864 NP_001138865 NP_001138866 NP_001308206 NP_001308207 NP_001308208 NP_079541 NR_135607 XM_011534139 XM_017007292 XM_017007293 XM_017007294 XM_017007295 XM_017007296 XM_017007297 XM_024453784 XM_024453785 XP_011532441 XP_016862781 XP_016862782 XP_016862783 XP_016862784 XP_016862785 XP_016862786 XP_024309552 XP_024309553 XR_001740287 XR_001740288 XR_001740289 XR_001740290 XR_001740291 XR_001740292 XR_001740293 XR_001740294 XR_001740295 XR_001740296 XR_001740297 XR_001740298 XR_001740300 XR_001740301 XR_001740302 XR_001740303 XR_001740304 XR_002959592 XR_002959593 XR_002959594 XR_002959595 XR_427296" "inside exon" inside 45266 "inside exon" 0 9 12 "inside transcription region" + 55112 NA 80746 62909 cg01291513 7.866664338878742e-4 0.9999910461654503
CYP11B1 "NM_000497 NM_001026213 NP_000488 NP_001021384" "overlaps exon upstream" inside 3422 "overlaps exon upstream" -0 7 11 "inside transcription region" - 7463 NA 1584 13909 cg25376393 7.872240377127048e-4 0.9999910461654503
UNC5CL "NM_173561 NP_775832" "inside exon" inside 11545 "inside exon" -0 9 9 3'UTR - 12298 NA 222643 18346 cg09712135 7.888313296800703e-4 0.9999910461654503
SYTL3 "NM_001009991 NM_001242384 NM_001242394 NM_001242395 NM_001318745 NP_001009991 NP_001229313 NP_001229323 NP_001229324 NP_001305674 XM_005267215 XM_005267218 XM_005267222 XM_006715605 XM_006715606 XM_006715611 XM_011536254 XM_011536255 XM_017011495 XM_017011496 XM_017011497 XM_017011498 XM_017011499 XM_024446588 XP_005267272 XP_005267275 XP_005267279 XP_006715668 XP_006715669 XP_006715674 XP_011534556 XP_011534557 XP_016866984 XP_016866985 XP_016866986 XP_016866987 XP_016866988 XP_024302356" "inside intron" inside 67927 "inside intron" 14797 4 10 "inside transcription region" + 102126 NA 94120 71144 cg09223975 7.944109134274489e-4 0.9999910461654503
C1orf109 "NM_001303030 NM_001303031 NM_001350755 NM_001350756 NM_001350757 NM_001350758 NM_001350759 NM_001350760 NM_001350761 NM_001350762 NM_001350763 NM_001350764 NM_001350765 NM_001350766 NM_001350767 NM_001350768 NM_001350769 NM_001350770 NM_001350771 NM_017850 NP_001289959 NP_001289960 NP_001337684 NP_001337685 NP_001337686 NP_001337687 NP_001337688 NP_001337689 NP_001337690 NP_001337691 NP_001337692 NP_001337693 NP_001337694 NP_001337695 NP_001337696 NP_001337697 NP_001337698 NP_001337699 NP_001337700 NP_060320 XM_005270980 XM_011541637 XM_011541638 XM_011541639 XM_011541641 XM_011541642 XM_011541643 XM_017001556 XM_024447825 XP_005271037 XP_011539939 XP_011539940 XP_011539941 XP_011539943 XP_011539944 XP_011539945 XP_016857045 XP_024303593" promoter promoter 74 NA NA NA 5 NA - 5943 NA 54955 43421 cg16341373 8.072505712827941e-4 0.9999910461654503
ATPSCKMT "NM_001258388 NM_001258389 NM_199133 NP_001245317 NP_001245318 NP_954584 NR_047668 NR_047669 NR_047670 XM_011513964 XP_011512266" downstream downstream 138566 NA NA NA 4 NA - 24401 NA 134145 10836 cg17109011 8.10134335013173e-4 0.9999910461654503
LOC648987 "NR_034085 NR_034086 NR_104649 NR_104650 NR_104651" downstream downstream 77390 NA NA NA 2 NA - 4082 NA 648987 53748 cg23101093 8.118178662885291e-4 0.9999910461654503
RGS17 "NM_012419 NP_036551 XM_017010733 XP_016866222" upstream upstream 20540 NA NA NA 5 NA - 120357 NA 26575 24462 cg12237904 8.159343251409648e-4 0.9999910461654503
CUL2 "NM_001198777 NM_001198778 NM_001198779 NM_001324375 NM_001324376 NM_003591 NP_001185706 NP_001185707 NP_001185708 NP_001311304 NP_001311305 NP_003582 XM_011519743 XM_011519744 XM_011519745 XM_011519747 XP_011518045 XP_011518046 XP_011518047 XP_011518049" downstream downstream 116680 NA NA NA 21 NA - 82091 NA 8453 65622 cg00640074 8.178669367768747e-4 0.9999910461654503
ZFAND4 "NM_001128324 NM_001282905 NM_001282906 NM_174890 NP_001121796 NP_001269834 NP_001269835 NP_777550 NR_104256 XM_005271842 XM_005271843 XM_005271844 XM_011540366 XM_011540368 XM_017016931 XM_017016932 XM_017016933 XM_017016934 XM_017016935 XM_017016936 XM_017016937 XM_017016938 XM_017016939 XM_017016940 XM_017016941 XM_017016942 XM_017016943 XM_017016944 XM_017016946 XM_024448259 XM_024448260 XP_005271899 XP_005271900 XP_005271901 XP_011538668 XP_011538670 XP_016872420 XP_016872421 XP_016872422 XP_016872423 XP_016872424 XP_016872425 XP_016872426 XP_016872427 XP_016872428 XP_016872429 XP_016872430 XP_016872431 XP_016872432 XP_016872433 XP_016872435 XP_024304027 XP_024304028 XR_001747259 XR_001747260 XR_001747261 XR_001747262 XR_001747263 XR_001747264 XR_001747265" "inside exon" inside 22581 "inside exon" -0 5 5 3'UTR - 22678 NA 93550 70783 cg08146248 8.183914311437975e-4 0.9999910461654503
MDFIC "NM_001166345 NM_001166346 NM_199072 NP_001159817 NP_001159818 NP_951038" downstream downstream 489154 NA NA NA 5 NA + 97761 NA 29969 28416 cg27027631 8.189795020880117e-4 0.9999910461654503
ACSL6 "NM_001009185 NM_001205247 NM_001205248 NM_001205250 NM_001205251 NM_015256 NP_001009185 NP_001192176 NP_001192177 NP_001192179 NP_001192180 NP_056071" "inside intron" inside 47587 "inside intron" 892 20 31 "inside transcription region" - 187287 NA 23305 20444 cg18795277 8.190546186556756e-4 0.9999910461654503
PCDH15 "NM_001142763 NM_001142764 NM_001142765 NM_001142766 NM_001142767 NM_001142768 NM_001142769 NM_001142770 NM_001142771 NM_001142772 NM_001142773 NM_001354404 NM_001354411 NM_001354420 NM_001354429 NM_001354430 NM_033056 NP_001136235 NP_001136236 NP_001136237 NP_001136238 NP_001136239 NP_001136240 NP_001136241 NP_001136242 NP_001136243 NP_001136244 NP_001136245 NP_001341333 NP_001341340 NP_001341349 NP_001341358 NP_001341359 NP_149045 XM_017016573 XP_016872062 XR_001747192 XR_001747193" "inside intron" inside 29109 "inside intron" 28791 2 21 "5' UTR" - 1806763 NA 65217 54133 cg05812299 8.193093953490734e-4 0.9999910461654503
DCAF4 "NM_001163508 NM_001163509 NM_001352447 NM_001352448 NM_001352449 NM_015604 NM_181340 NM_181341 NP_001156980 NP_001156981 NP_001339376 NP_001339377 NP_001339378 NP_056419 NP_851937 NP_851938 NR_147990 XM_017021201 XM_017021202 XM_017021203 XM_017021205 XM_017021206 XM_017021207 XM_017021208 XM_017021209 XM_017021212 XM_017021213 XM_017021214 XM_017021215 XP_016876690 XP_016876691 XP_016876692 XP_016876694 XP_016876695 XP_016876696 XP_016876697 XP_016876698 XP_016876701 XP_016876702 XP_016876703 XP_016876704" "inside intron" inside 3588 "inside intron" -3376 1 14 "5' UTR" + 33317 NA 26094 23803 cg24043861 8.200565975293549e-4 0.9999910461654503
GRIK3 "NM_000831 NP_000822" downstream downstream 268505 NA NA NA 16 NA - 238716 NA 2899 27569 cg09713713 8.215827834287534e-4 0.9999910461654503
TTC7B "NM_001010854 NM_001320421 NP_001010854 NP_001307350 XM_005267367 XM_011536497 XM_017021044 XM_017021045 XM_017021046 XM_017021047 XP_005267424 XP_011534799 XP_016876533 XP_016876534 XP_016876535 XP_016876536" "inside intron" inside 194874 "inside intron" -3492 16 20 "inside transcription region" - 275829 NA 145567 12039 cg18818993 8.227506132893576e-4 0.9999910461654503
MIR600HG "NM_030814 NR_026677" "inside exon" inside 3751 "inside exon" -0 1 1 3'UTR - 5983 NA 81571 63356 cg14766769 8.247147234773314e-4 0.9999910461654503
OSBPL9 "NM_001330580 NM_001350208 NM_001350209 NM_001350210 NM_024586 NM_148904 NM_148905 NM_148906 NM_148907 NM_148908 NM_148909 NP_001317509 NP_001337137 NP_001337138 NP_001337139 NP_078862 NP_683702 NP_683703 NP_683704 NP_683705 NP_683706 NP_683707 NR_036662 XM_006710318 XM_006710320 XM_006710321 XM_006710323 XM_006710324 XM_006710325 XM_006710326 XM_011540599 XM_011540600 XM_011540601 XM_011540603 XM_011540604 XM_017000218 XM_017000219 XM_017000220 XM_017000221 XM_017000224 XP_006710381 XP_006710383 XP_006710384 XP_006710386 XP_006710387 XP_006710388 XP_006710389 XP_011538901 XP_011538902 XP_011538903 XP_011538905 XP_011538906 XP_016855707 XP_016855708 XP_016855709 XP_016855710 XP_016855713 XR_001736953 XR_001736954 XR_001736955" "inside intron" inside 90507 "inside intron" 6616 3 23 "inside transcription region" + 172345 NA 114883 8258 cg25747716 8.252393929775448e-4 0.9999910461654503
CFL1 "NM_005507 NP_005498" "inside exon" inside 4534 "inside exon" -0 5 5 3'UTR - 4601 NA 1072 5765 cg04528382 8.253027651022645e-4 0.9999910461654503
CCDC88B "NM_032251 NP_115627 XM_006718519 XM_011544957 XM_011544959 XM_011544960 XM_011544962 XM_017017601 XM_024448450 XM_024448451 XP_006718582 XP_011543259 XP_011543261 XP_011543262 XP_011543264 XP_016873090 XP_024304218 XP_024304219 XR_002957140 XR_949893 XR_949894" "inside exon" inside 265 "inside exon" 0 1 5 "inside transcription region" + 4642 NA 283234 26076 cg23312425 8.26076096436805e-4 0.9999910461654503
ASAP1 "NM_001247996 NM_001362924 NM_001362925 NM_001362926 NM_018482 NP_001234925 NP_001349853 NP_001349854 NP_001349855 NP_060952 XM_006716563 XM_006716564 XM_006716565 XM_011517052 XM_011517053 XM_017013467 XM_017013468 XP_006716626 XP_006716627 XP_006716628 XP_011515354 XP_011515355 XP_016868956 XP_016868957" "inside intron" inside 146280 "inside intron" -60380 5 31 "inside transcription region" - 391555 NA 50807 38697 cg11498487 8.27167364317927e-4 0.9999910461654503
